cnpjPartido;recibo;cnpjDoador;data;valor;id;sigla
18532307000107;3193531;52568821000122;03-SEP-14;150000;9494;SD
20497872000114;0206376;52568821000122;04/09/2014;75000;9495;PT do B 
20603449000151;0767314;52568821000122;01/10/2014;150000;9496;PDT 
20946469000125;1010001;52568821000122;03/09/2014;1000000;9497;PSB 
33794488000125;4460784;52568821000122;15-SEP-14;150000;9498;PSDB
50866821000183;7438521;52568821000122;29-AUG-14;75000;9499;PT
87582714000133;012516;52568821000122;28-AUG-14;60000;9500;PMDB
87582714000133;10313;52568821000122;04-SEP-14;200000;9501;PMDB
87582714000133;7221;52568821000122;16-SEP-14;60000;9502;PMDB
01368537000171;8101965;52890878000143;08-AUG-14;50000;9503;PSC 
20558161000102;4833616;53215653000154;19/09/2014;200000;9504;PSDB
20946469000125;8046625;53215653000154;30/09/2014;100000;9505;PSB 
20589986000194; ;53288569000160;04/09/2014;20000;9506;PRB 
20589986000194; ;53288569000160;04/09/2014;12000;9507;PRB 
20589986000194; ;53288569000160;03/09/2014;16000;9508;PRB 
20589986000194; ;53288569000160;03/09/2014;12000;9509;PRB 
20589986000194; ;53288569000160;02/09/2014;21000;9510;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9511;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9512;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9513;PRB 
20589986000194; ;53288569000160;04/09/2014;2000;9514;PRB 
20589986000194; ;53288569000160;04/09/2014;2000;9515;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9516;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9517;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9518;PRB 
20589986000194; ;53288569000160;04/09/2014;4000;9519;PRB 
20589986000194; ;53288569000160;02/09/2014;5000;9520;PRB 
20589986000194; ;53288569000160;02/09/2014;4000;9521;PRB 
20589986000194; ;53288569000160;02/09/2014;4000;9522;PRB 
20589986000194; ;53288569000160;02/09/2014;4000;9523;PRB 
20589986000194; ;53288569000160;02/09/2014;4000;9524;PRB 
74703034000189;150329;53309845001525;23-SEP-14;14600;9525;PP
20592601000148;663222000002078;53425120000105;02/09/2014;25000;9526;PSDB
00676262000170;53503652000105;53503652000105;10-OCT-14;1000000;9527;PT
00676262000170; ;53503652000105;11-SEP-14;1000000;9528;PT
00676262000170;307283;53503652000105;09-SEP-14;1000000;9529;PT
00887169000105;000;53503652000105;19-SEP-14;500000;9530;PP
01248362000169;53503652000105;53503652000105;24-SEP-14;300000;9531;PTN 
01450856000121;307282;53503652000105;09-SEP-14;50000;9532;PSC 
03653474000120;000105;53503652000105;16-OCT-14;700000;9533;PSDB
03653474000120;000105;53503652000105;04-SEP-14;1500000;9534;PSDB
08517423000195;535036520000105;53503652000105;20-AUG-14;150000;9535;PR
08517423000195;53530652000105;53503652000105;20-AUG-14;1000000;9536;PR
08517423000195;53503652000105;53503652000105;10-SEP-14;1000000;9537;PR
24130411000160;53503652000105;53503652000105;09-SEP-14;200000;9538;PSDB
20946469000125; ;53587085000112;02/10/2014;180;9539;PSB 
20946469000125; ;53587085000112;26/09/2014;540;9540;PSB 
03605136000113;8449456;53712535000151;10-SEP-14;40000;9541;PTB 
20946469000125;8323762;53956397000156;30/09/2014;5000;9542;PSB 
20620278000179;9993796;54037916000145;25/09/2014;15000;9543;PSDB
20558161000102;39645;54122775000169;10/10/2014;100000;9544;PSDB
59941682000180;026238;54267463000143;02-OCT-14;25000;9545;PSDB
20558161000102;9801677;54305743000107;15/10/2014;1500000;9546;PSDB
20592596000173;033368900400015;54305743000107;11/11/2014;500000;9547;PSDB
00676213000138;553149000;54375647000127;26-AUG-14;42776.2;9548;PMDB
20558161000102;428655;54470679000101;23/10/2014;40000;9549;PSDB
20620278000179;7801247;54470679000101;22/09/2014;40000;9550;PSDB
20573741000179;5370689;54506589000123;17/09/2014;300000;9551;SD
56272537000165;6603907;54506589000123;30-SEP-14;57000;9552;PPS 
56272537000165;9457652;54506589000123;03-OCT-14;57000;9553;PPS 
56272537000165;8666458;54506589000123;10-SEP-14;57000;9554;PPS 
56272537000165;7810591;54506589000123;10-SEP-14;57000;9555;PPS 
50866821000183;4853958;54544317000118;16-SEP-14;720000;9556;PT
47828298000196;006351;54727920000135;08-AUG-14;20000;9557;PTB 
20558161000102;7010495;54820774000198;22/10/2014;500000;9558;PSDB
45302874000131;45302874000131;54858055000166;03-SEP-14;50000;9559;PMDB
01380407000154;01;54956495000156;10-SEP-14;100000;9560;PC do B 
01430866000103;80107;54956495000156;02-OCT-14;50000;9561;PC do B 
03416658000177;850047;54956495000156;11-SEP-14;100000;9562;PC do B 
03416658000177;850094;54956495000156;29-SEP-14;100000;9563;PC do B 
11745353000137;850061;54956495000156;19-SEP-14;800000;9564;PC do B 
11745353000137;850106;54956495000156;02-OCT-14;100000;9565;PC do B 
12858957000152;850098;54956495000156;02-OCT-14;100000;9566;PC do B 
12858957000152;850052;54956495000156;18-SEP-14;255000;9567;PC do B 
12858957000152;850052;54956495000156;18-SEP-14;100000;9568;PC do B 
12858957000152;850052;54956495000156;18-SEP-14;20000;9569;PC do B 
12858957000152;850052;54956495000156;18-SEP-14;125000;9570;PC do B 
20592607000115;850001;54956495000156;11/08/2014;500000;9571;PC do B 
20592607000115;850001;54956495000156;11/08/2014;400000;9572;PC do B 
20592607000115;850001;54956495000156;11/08/2014;600000;9573;PC do B 
20614462000106;850018;54956495000156;03/09/2014;70000;9574;PC do B 
20614462000106;850018;54956495000156;03/09/2014;60000;9575;PC do B 
20614462000106;830;54956495000156;20/08/2014;300000;9576;PC do B 
20614462000106;850018;54956495000156;03/09/2014;70000;9577;PC do B 
20614462000106;850055;54956495000156;19/09/2014;300000;9578;PC do B 
54956495000156; ;54956495000156;29-SEP-14;100000;9579;PC do B 
54956495000156; ;54956495000156;26-AUG-14;30000;9580;PC do B 
54956495000156; ;54956495000156;26-AUG-14;100000;9581;PC do B 
54956495000156; ;54956495000156;20-AUG-14;300000;9582;PC do B 
54956495000156; ;54956495000156;15-AUG-14;200000;9583;PC do B 
54956495000156; ;54956495000156;15-AUG-14;100000;9584;PC do B 
54956495000156; ;54956495000156;14-AUG-14;200000;9585;PC do B 
54956495000156; ;54956495000156;14-AUG-14;200000;9586;PC do B 
54956495000156; ;54956495000156;14-AUG-14;100000;9587;PC do B 
54956495000156; ;54956495000156;14-AUG-14;100000;9588;PC do B 
54956495000156; ;54956495000156;08-AUG-14;100000;9589;PC do B 
54956495000156; ;54956495000156;06-AUG-14;100000;9590;PC do B 
54956495000156; ;54956495000156;29-JUL-14;30014;9591;PC do B 
71585376000153;850044;54956495000156;11-SEP-14;200000;9592;PC do B 
71585376000153;850060;54956495000156;18-SEP-14;200000;9593;PC do B 
71585376000153;850101;54956495000156;29-SEP-14;42000;9594;PC do B 
71585376000153;850016;54956495000156;26-AUG-14;100000;9595;PC do B 
71585376000153;855106;54956495000156;26-AUG-14;100000;9596;PC do B 
71585376000153;850101;54956495000156;29-SEP-14;252000;9597;PC do B 
79886313000149;850076;54956495000156;26-SEP-14;49000;9598;PC do B 
79886313000149;850011;54956495000156;26-AUG-14;200000;9599;PC do B 
00676262000170;6592117;55010185000107;18-AUG-14;150000;9600;PT
01450856000121;6882425;55010185000107;29-AUG-14;200000;9601;PSC 
08517423000195;4068745;55010185000107;15-SEP-14;50000;9602;PR
18532307000107;8390879;55010185000107;08-AUG-14;200000;9603;SD
20501231000196;080900;55010185000107;15/09/2014;100000;9604;PDT 
47828298000196;003340;55093694000140;29-SEP-14;5000;9605;PTB 
59941682000180;981062;55186423000130;28-AUG-14;4000;9606;PSDB
50866821000183;3182839;55227250000150;03-DEC-14;2000;9607;PT
59941682000180;307845;55254825000205;28-AUG-14;4000;9608;PSDB
20592611000183;10926;55333769000113;26/09/2014;100000;9609;DEM 
20592611000183;10916;55333769000113;16/09/2014;300000;9610;DEM 
59941682000180;8495161;55333769000113;02-OCT-14;240000;9611;PSDB
59941682000180;4027419;55333769000113;26-SEP-14;204400;9612;PSDB
08089658000123;663434000007197;55483564000114;27-AUG-14;10000;9613;PTB 
08089658000123;663434000007197;55483564000114;15-AUG-14;10000;9614;PTB 
08089658000123;663434000007197;55483564000114;08-AUG-14;10000;9615;PTB 
20589986000194;6401640;55607824000116;18/09/2014;100000;9616;PRB 
20618280000103; ;55803324000150;03/08/2014;2126.7;9617;PSC 
20618280000103; ;55803324000150;03/08/2014;358.63;9618;PSC 
20618280000103; ;55803324000150;03/08/2014;85.29;9619;PSC 
20618280000103; ;55803324000150;03/08/2014;689.53;9620;PSC 
20618280000103; ;55803324000150;03/08/2014;21.6;9621;PSC 
20618280000103; ;55803324000150;03/08/2014;244.84;9622;PSC 
20618280000103; ;55803324000150;03/09/2014;2126.7;9623;PSC 
20618280000103; ;55803324000150;03/09/2014;358.63;9624;PSC 
20618280000103; ;55803324000150;03/09/2014;57.21;9625;PSC 
20618280000103; ;55803324000150;03/09/2014;69.58;9626;PSC 
20618280000103; ;55803324000150;03/09/2014;849.2;9627;PSC 
20618280000103; ;55803324000150;03/09/2014;34.89;9628;PSC 
20618280000103; ;55803324000150;03/09/2014;95.22;9629;PSC 
20618280000103; ;55803324000150;03/09/2014;119.4;9630;PSC 
00676262000170;5484754;55885321000102;15-AUG-14;100000;9631;PT
16847535000132;4166040;55885321000102;26-SEP-14;100000;9632;PT
02706586000130;248269;55886725000110;21-AUG-14;128400;9633;PV
00676213000138;55992358000130;55992358000130;22-AUG-14;29356.2;9634;PMDB
00676213000138;55992358000130;55992358000130;02-OCT-14;29000;9635;PMDB
47828298000196;8959767;56037450000103;23-SEP-14;100000;9636;PTB 
33642422000110;201409231609334;56126956000199;23-SEP-14;50000;9637;PSDB
00676213000138;56228356000131;56228356000131;23-JUL-14;1000000;9638;PMDB
00676213000138;56228356000131;56228356000131;23-JUL-14;1000000;9639;PMDB
00676213000138;56228356000131;56228356000131;30-JUL-14;1000000;9640;PMDB
00676213000138;56228356000131;56228356000131;13-AUG-14;150000;9641;PMDB
00676213000138;56228356000131;56228356000131;20-AUG-14;50000;9642;PMDB
00676213000138;56228356000131;56228356000131;19-SEP-14;250000;9643;PMDB
00676213000138;200015;56228356000131;03-OCT-14;830000;9644;PMDB
00676213000138;56228356000131;56228356000131;15-OCT-14;500000;9645;PMDB
00676213000138;56228356000131;56228356000131;21-OCT-14;250000;9646;PMDB
00676262000170;56228356000131;56228356000131;21-OCT-14;250000;9647;PT
00676262000170;56228356000131;56228356000131;30-JUL-14;400000;9648;PT
00676262000170; ;56228356000131;19-SEP-14;50000;9649;PT
00676262000170; ;56228356000131;13-AUG-14;150000;9650;PT
00676262000170; ;56228356000131;20-AUG-14;150000;9651;PT
00887169000105;200015;56228356000131;03-OCT-14;130000;9652;PP
00887169000105;0195;56228356000131;06-AUG-14;300000;9653;PP
00887169000105;0205;56228356000131;06-AUG-14;500000;9654;PP
01327965000156;220017240;56228356000131;23-JUL-14;150000;9655;PP
01327965000156;20082014;56228356000131;20-AUG-14;30000;9656;PP
01368537000171;0;56228356000131;18-JUL-14;300000;9657;PSC 
01421697000137;11409;56228356000131;06-AUG-14;250000;9658;PSB 
01450856000121;200015;56228356000131;03-OCT-14;100000;9659;PSC 
01461262000116;833585;56228356000131;19-SEP-14;140000;9660;PTB 
01461262000116;000;56228356000131;03-OCT-14;30000;9661;PTB 
01633510000169;0378;56228356000131;21-OCT-14;50000;9662;DEM 
01633510000169;0127;56228356000131;30-JUL-14;1510000;9663;DEM 
02010551000161;022002975872;56228356000131;15-SEP-14;340000;9664;PMDB
02241883000157;022008365908;56228356000131;10-SEP-14;40000;9665;PPS 
03108861000186;56228356000131;56228356000131;06-AUG-14;100000;9666;PTB 
03325935000136;11409;56228356000131;06-AUG-14;170000;9667;PC do B 
03475971000186;200015;56228356000131;03-OCT-14;20000;9668;PSB 
03653474000120;000131;56228356000131;21-OCT-14;1500000;9669;PSDB
03653474000120;200015;56228356000131;03-OCT-14;180000;9670;PSDB
03653474000120;000131;56228356000131;30-JUL-14;250000;9671;PSDB
03653474000120;56228356000131;56228356000131;23-JUL-14;3000000;9672;PSDB
03831447000109;200015;56228356000131;03-OCT-14;30000;9673;PSB 
03975447000174;2200114090037;56228356000131;23-OCT-14;30000;9674;PPS 
04160131000197;200015;56228356000131;03-OCT-14;750000;9675;PMDB
04160131000197;0056;56228356000131;19-SEP-14;500000;9676;PMDB
05711064000114;00000;56228356000131;26-SEP-14;100000;9677;PDT 
07169547000164;11904432;56228356000131;03-OCT-14;30000;9678;PHS 
07959911000190;SN;56228356000131;30-JUL-14;300000;9679;PRB 
08052906000161;930815;56228356000131;19-SEP-14;50000;9680;PRB 
08089633000120;56228356000131;56228356000131;15-SEP-14;170000;9681;PT
08089658000123;0;56228356000131;01-OCT-14;100000;9682;PTB 
08089658000123;0;56228356000131;18-JUL-14;350000;9683;PTB 
08203721000100;0;56228356000131;20-AUG-14;80000;9684;PMDB
08319972000155;17146;56228356000131;20-AUG-14;50000;9685;PMDB
08319972000155;17240;56228356000131;24-SEP-14;50000;9686;PMDB
08517423000195;0;56228356000131;26-SEP-14;100000;9687;PR
08517423000195;56228356000131;56228356000131;15-OCT-14;30000;9688;PR
08666672000142;200015;56228356000131;03-OCT-14;30000;9689;PRB 
08703299000152;200015;56228356000131;03-OCT-14;120000;9690;PR
08767054000199;56228356000131;56228356000131;08-OCT-14;30000;9691;PR
08778033000179;17240;56228356000131;24-SEP-14;70000;9692;PR
12858957000152;200015;56228356000131;03-OCT-14;30000;9693;PC do B 
12952205000156;1854FC7DD2D0756;56228356000131;15-SEP-14;500000;9694;PROS
13374053000114;0;56228356000131;01-OCT-14;50000;9695;DEM 
13477302000105;56228356000131;56228356000131;15-OCT-14;30000;9696;PT
13477302000105;56228356000131;56228356000131;10-SEP-14;50000;9697;PT
13549175000102;SN;56228356000131;27-AUG-14;250000;9698;PMDB
13629827000100;17240;56228356000131;24-SEP-14;40000;9699;PSD 
13629827000100;220017240;56228356000131;22-OCT-14;100000;9700;PSD 
14497868000153;0144;56228356000131;10-SEP-14;80000;9701;PSD 
14567904000108;200015;56228356000131;03-OCT-14;30000;9702;PSD 
14794961000120;0200015;56228356000131;03-OCT-14;50000;9703;PSD 
14862435000150;200015;56228356000131;03-OCT-14;30000;9704;PSD 
14894130000120;0200015;56228356000131;03-OCT-14;90000;9705;PSD 
15028905000147;56228356000131;56228356000131;30-JUL-14;900000;9706;DEM 
15397777000109;220011680;56228356000131;10-SEP-14;30000;9707;PSD 
16714353000193;987397;56228356000131;27-AUG-14;30000;9708;PEN 
16847535000132;200015;56228356000131;03-OCT-14;310000;9709;PT
16847535000132;56228356000131;56228356000131;20-AUG-14;30000;9710;PT
16847535000132;11409;56228356000131;30-JUL-14;100000;9711;PT
18532307000107;56228356000131;56228356000131;30-JUL-14;650000;9712;SD
20497872000114;022002975872;56228356000131;06/08/2014;180000;9713;PT do B 
20497872000114;1100017;56228356000131;24/09/2014;40000;9714;PT do B 
20501231000196;656766;56228356000131;03/10/2014;40000;9715;PDT 
20568698000153;56228356000131;56228356000131;30/07/2014;100000;9716;PSD 
20603422000169;827941;56228356000131;30/07/2014;250000;9717;PTB 
20603433000149;001588;56228356000131;13/08/2014;150000;9718;PMDB
20603449000151;0000;56228356000131;11/08/2014;50000;9719;PDT 
20609045000175;EACBFA5BE3EFE1F;56228356000131;30/07/2014;500000;9720;PT
20609054000166;4B8E7BF1E634DOA;56228356000131;26/09/2014;150000;9721;PMDB
20614461000161;0013070;56228356000131;19/09/2014;60000;9722;PTC 
20614469000128;56228356000131;56228356000131;24/09/2014;50000;9723;PRB 
20614470000152;22001140900163;56228356000131;11/08/2014;200000;9724;PDT 
20621966000153;14175;56228356000131;24/09/2014;70000;9725;PC do B 
20632465000172;2F7F797;56228356000131;30/07/2014;500000;9726;PMDB
20632467000161;229232;56228356000131;11/08/2014;30000;9727;PMDB
20680024000146;CB367F7491C18C4;56228356000131;13/08/2014;200000;9728;PPS 
20758741000143;000002;56228356000131;09/10/2014;30000;9729;PSDB
20758742000198;000000;56228356000131;19/09/2014;50000;9730;PT
22441349000100;200015;56228356000131;03-OCT-14;30000;9731;PC do B 
24059610000129;11409;56228356000131;30-JUL-14;1050000;9732;PSDB
24130411000160;56228356000131;56228356000131;30-JUL-14;200000;9733;PSDB
24363657000181;56228356000131;56228356000131;15-OCT-14;500000;9734;PSDB
25467358000150;022008365908;56228356000131;27-AUG-14;60000;9735;PV
28020899000123;56228356000131;56228356000131;15-OCT-14;30000;9736;PT
29417359000140;56228356000131;56228356000131;15-AUG-14;40000;9737;PPS 
30902811000149;890000137503156;56228356000131;03-OCT-14;300000;9738;PMDB
30902811000149;890000137503155;56228356000131;03-OCT-14;300000;9739;PMDB
32080483000178;3916828;56228356000131;13-AUG-14;80000;9740;PSDB
33642422000110;022008456619;56228356000131;20-OCT-14;100000;9741;PSDB
34326215000119;1;56228356000131;03-OCT-14;40000;9742;PTB 
34696559000110;56228356000131;56228356000131;24-SEP-14;150000;9743;PT
47828298000196;56228356000131;56228356000131;27-AUG-14;80000;9744;PTB 
50866821000183;200015;56228356000131;03-OCT-14;90000;9745;PT
56272537000165;56228356000131;56228356000131;06-AUG-14;100000;9746;PPS 
59941682000180;56228356000131;56228356000131;22-OCT-14;100000;9747;PSDB
59941682000180;200015;56228356000131;03-OCT-14;500000;9748;PSDB
59941682000180;200015;56228356000131;03-OCT-14;300000;9749;PSDB
59941682000180;56228356000131;56228356000131;24-SEP-14;150000;9750;PSDB
59941682000180;56228356000131;56228356000131;01-AUG-14;2280000;9751;PSDB
61193629000190;56228356000131;56228356000131;19-SEP-14;70000;9752;PV
71585624000166;56228356000131;56228356000131;06-AUG-14;130000;9753;PC do B 
71585624000166;200015;56228356000131;03-OCT-14;30000;9754;PC do B 
71585822000120;00;56228356000131;12-AUG-14;50000;9755;PC do B 
74703034000189;013298;56228356000131;30-JUL-14;150000;9756;PP
75719740000181;56228356000131;56228356000131;20-AUG-14;40000;9757;PT
78774205000111;0;56228356000131;18-SEP-14;200000;9758;PMDB
79306908000188;200015;56228356000131;03-OCT-14;30000;9759;PT
80671639000138;200015;56228356000131;03-OCT-14;90000;9760;PSDB
83714386000120;17;56228356000131;03-OCT-14;30000;9761;PMDB
87582714000133;007152;56228356000131;13-AUG-14;40000;9762;PMDB
87582714000133;6745;56228356000131;24-SEP-14;150000;9763;PMDB
87582714000133;15471;56228356000131;03-OCT-14;170000;9764;PMDB
88483128000102;00277;56228356000131;03-OCT-14;90000;9765;PDT 
91340083000113;220017146;56228356000131;20-AUG-14;50000;9766;PT
91698118000190;015461;56228356000131;03-OCT-14;30000;9767;PSB 
91698118000190;013296;56228356000131;30-JUL-14;400000;9768;PSB 
20558161000102;3422034;56238496000190;22/10/2014;95000;9769;PSDB
20592611000183;850123;56267461000180;15/10/2014;12000;9770;DEM 
20654654000146;850042;56272537000165;11/09/2014;25500;9771;PPS 
20654654000146;850042;56272537000165;11/09/2014;8660;9772;PPS 
20654654000146;850017;56272537000165;28/08/2014;25000;9773;PPS 
20654654000146;850042;56272537000165;11/09/2014;1200;9774;PPS 
20654654000146;850042;56272537000165;11/09/2014;57000;9775;PPS 
20654654000146;850042;56272537000165;11/09/2014;57000;9776;PPS 
20654654000146;850013;56272537000165;13/08/2014;71400;9777;PPS 
20654654000146;850042;56272537000165;11/09/2014;28600;9778;PPS 
20654654000146;850042;56272537000165;11/09/2014;50000;9779;PPS 
20654654000146;850042;56272537000165;11/09/2014;20000;9780;PPS 
20654654000146;850042;56272537000165;11/09/2014;120000;9781;PPS 
20654654000146;850042;56272537000165;11/09/2014;200000;9782;PPS 
20654654000146;850042;56272537000165;11/09/2014;3000;9783;PPS 
20654654000146;850042;56272537000165;11/09/2014;370000;9784;PPS 
20654654000146;850042;56272537000165;11/09/2014;3900;9785;PPS 
20654654000146;850042;56272537000165;11/09/2014;2657.62;9786;PPS 
20592604000181;000237;56275696000113;02/10/2014;50000;9787;PSB 
20592604000181;08106;56275696000113;30/09/2014;200000;9788;PSB 
20592604000181;000005;56275696000113;12/09/2014;150000;9789;PSB 
20592604000181;013672;56275696000113;30/09/2014;50000;9790;PSB 
20592604000181;011458;56275696000113;02/10/2014;364000;9791;PSB 
20592604000181;08106;56275696000113;30/09/2014;100000;9792;PSB 
20592604000181;016476;56275696000113;25/09/2014;75000;9793;PSB 
20592604000181;000237;56275696000113;02/10/2014;10000;9794;PSB 
20592604000181; ;56275696000113;20/09/2014;1320;9795;PSB 
20592604000181;013745;56275696000113;30/09/2014;200000;9796;PSB 
20592604000181;900100;56275696000113;08/09/2014;22600;9797;PSB 
20592604000181;900101;56275696000113;08/09/2014;190000;9798;PSB 
20592604000181;711631;56275696000113;30/07/2014;120000;9799;PSB 
20592604000181; ;56275696000113;12/08/2014;60000;9800;PSB 
20592604000181; ;56275696000113;30/08/2014;37500;9801;PSB 
20592604000181; ;56275696000113;12/08/2014;75000;9802;PSB 
20592604000181; ;56275696000113;12/08/2014;7704;9803;PSB 
20592604000181; ;56275696000113;30/08/2014;16800;9804;PSB 
20592604000181; ;56275696000113;12/08/2014;48000;9805;PSB 
20592604000181; ;56275696000113;12/08/2014;21000;9806;PSB 
20592604000181; ;56275696000113;05/09/2014;20000;9807;PSB 
20592604000181;900045;56275696000113;05/08/2014;86000;9808;PSB 
20592604000181;900050;56275696000113;08/08/2014;25000;9809;PSB 
56275696000113;850342;56275696000113;17-SEP-14;50000;9810;PSB 
56275696000113;850334;56275696000113;05-SEP-14;30000;9811;PSB 
56275696000113;850336;56275696000113;08-SEP-14;190000;9812;PSB 
56275696000113;850348;56275696000113;25-SEP-14;25000;9813;PSB 
56275696000113;948281;56275696000113;08-AUG-14;25000;9814;PSB 
56275696000113;660418;56275696000113;20-AUG-14;100000;9815;PSB 
56275696000113;197427;56275696000113;15-AUG-14;100000;9816;PSB 
56275696000113;558216;56275696000113;05-AUG-14;86000;9817;PSB 
56275696000113;922964;56275696000113;04-AUG-14;15180;9818;PSB 
56275696000113;850299;56275696000113;30-JUL-14;120000;9819;PSB 
56275696000113;850300;56275696000113;30-JUL-14;100000;9820;PSB 
56275696000113;850371;56275696000113;02-OCT-14;13000;9821;PSB 
56275696000113;850346;56275696000113;23-SEP-14;75000;9822;PSB 
56275696000113;850342;56275696000113;17-SEP-14;10000;9823;PSB 
56275696000113;850358;56275696000113;29-SEP-14;100000;9824;PSB 
56275696000113;850368;56275696000113;02-OCT-14;50000;9825;PSB 
56275696000113;850358;56275696000113;29-SEP-14;200000;9826;PSB 
00676262000170;8207215;56434319000180;22-SEP-14;4000;9827;PT
00676262000170;63790;56443583000180;03-OCT-14;1125000;9828;PT
01368537000171;9680066;56596976000123;22-AUG-14;50000;9829;PSC 
45302874000131;3905726;56720428000163;28-OCT-14;50000;9830;PMDB
20946469000125;3351991;56769524000104;12/09/2014;50000;9831;PSB 
59941682000180;19812;56883820000123;28-AUG-14;4000;9832;PSDB
00887169000105;193558;56993900000131;24-OCT-14;125000;9833;PP
01308052000192;8560992;56993900000131;02-OCT-14;100000;9834;PMDB
02241883000157;60701190;56993900000131;01-OCT-14;100000;9835;PPS 
03653474000120;8560717;56993900000131;02-OCT-14;100000;9836;PSDB
03656678000115;6341156;56993900000131;20-OCT-14;250000;9837;PMDB
03656678000115;8759713;56993900000131;18-JUL-14;500000;9838;PMDB
14705221000170;4241847;56993900000131;26-SEP-14;250000;9839;PSD 
16739948000101;7751394;56993900000131;01-OCT-14;50000;9840;PMDB
20501231000196;565894;56993900000131;05/09/2014;1000000;9841;PDT 
20527524000142;197983;56993900000131;30/10/2014;750000;9842;PMDB
20592599000107;0904000126698;56993900000131;04/09/2014;300000;9843;PP
20592599000107;17745784;56993900000131;01/10/2014;500000;9844;PP
20620278000179;7747179;56993900000131;01/10/2014;250000;9845;PSDB
34696559000110;5159664;56993900000131;17-OCT-14;200000;9846;PT
91340083000113;4955084;56993900000131;16-SEP-14;250000;9847;PT
20946469000125;41431;57001604000170;30/09/2014;300000;9848;PSB 
59941682000180;9491;57107609000181;28-AUG-14;4000;9849;PSDB
50866821000183;1;57394447000100;04-DEC-14;4000;9850;PT
16847535000132;7375885;57444283000188;31-OCT-14;75000;9851;PT
18532307000107;200039;57494031000163;03-SEP-14;70000;9852;SD
20603433000149;002166;57494031000163;24/10/2014;50000;9853;PMDB
20603433000149;1509;57494031000163;24/09/2014;100000;9854;PMDB
47828298000196;666912;57494031000163;05-SEP-14;130000;9855;PTB 
80170046000198;191200000000156;57494031000163;22-AUG-14;75000;9856;DEM 
14567904000108;6315009;57746455000178;18-AUG-14;75000;9857;PSD 
03653474000120;000181;57760126000181;05-SEP-14;150000;9858;PSDB
56267461000180;0;57884702000100;28-AUG-14;300000;9859;DEM 
20592599000107;201408285561027;57906414000100;28/08/2014;151283;9860;PP
20592599000107;09154067982;57906414000100;15/09/2014;138414;9861;PP
20592599000107;10153424709;57906414000100;15/10/2014;98437;9862;PP
00676213000138;7971775;57909806000114;01-SEP-14;100000;9863;PMDB
03653474000120;208806;57909806000114;01-SEP-14;200000;9864;PSDB
00676213000138;100239;58160789000128;23-JUL-14;150000;9865;PMDB
00676213000138;89910;58160789000128;21-AUG-14;150000;9866;PMDB
00676213000138;72842;58160789000128;17-SEP-14;150000;9867;PMDB
00676262000170;88979;58160789000128;24-JUL-14;1000000;9868;PT
00887169000105;135332;58160789000128;22-AUG-14;200000;9869;PP
01633510000169;94944;58160789000128;25-AUG-14;100000;9870;DEM 
03108861000186;107975;58160789000128;03-SEP-14;30000;9871;PTB 
03605136000113;78302;58160789000128;25-SEP-14;30000;9872;PTB 
03653474000120;77469;58160789000128;08-OCT-14;500000;9873;PSDB
03653474000120;134355;58160789000128;22-SEP-14;30000;9874;PSDB
03653474000120;137447;58160789000128;25-JUL-14;150000;9875;PSDB
03653474000120;89899;58160789000128;21-AUG-14;250000;9876;PSDB
08089658000123;119704;58160789000128;12-SEP-14;200000;9877;PTB 
08810753000174;0107979;58160789000128;04-SEP-14;30000;9878;PP
08810753000174;0976;58160789000128;25-JUL-14;200000;9879;PP
18532307000107;58821;58160789000128;24-SEP-14;30000;9880;SD
20603433000149;001934;58160789000128;21/10/2014;30000;9881;PMDB
24059610000129;58825;58160789000128;24-SEP-14;30000;9882;PSDB
32080483000178;5775744;58160789000128;29-AUG-14;50000;9883;PSDB
59941682000180;161264;58160789000128;11-AUG-14;250000;9884;PSDB
00676262000170;8552052;58500497000197;10-SEP-14;100000;9885;PT
01633510000169;7473446;58500497000197;09-SEP-14;315000;9886;DEM 
01291022000110;1010001;58503129000100;28-AUG-14;400000;9887;PTB 
03656678000115;112159;58503129000100;04-AUG-14;1000000;9888;PMDB
00676213000138;7636648;58507286000186;22-SEP-14;135000;9889;PMDB
20592601000148;5174085;58507286000186;07/10/2014;40000;9890;PSDB
25467358000150;60701190;58507286000186;22-SEP-14;65000;9891;PV
20620278000179;7459068;58560012000150;09/09/2014;300000;9892;PSDB
20589986000194;4529839;58628579000111;27/08/2014;45000;9893;PRB 
03653474000120;5525268;58793852000163;30-OCT-14;250000;9894;PSDB
03653474000120;7792551;58793852000163;22-OCT-14;150000;9895;PSDB
03653474000120;6640754;58793852000163;09-OCT-14;200000;9896;PSDB
30902811000149;000341;58793852000163;02-OCT-14;50000;9897;PMDB
50866821000183;9757018;58793852000163;03-SEP-14;150000;9898;PT
50866821000183;4774903;58793852000163;27-AUG-14;400000;9899;PT
00676262000170;11805;58836933000101;22-AUG-14;100000;9900;PT
10669331000172;9667283;59107938000158;03-OCT-14;100000;9901;PSB 
59941682000180;3723689;59476374000473;17-JUN-14;400000;9902;PSDB
